,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2025,Maruti,2015,320000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
2026,Hyundai,2011,250000,35000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,5.0
2027,Maruti,2010,300000,22000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0
2028,Maruti,2006,250000,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
2032,Maruti,2019,577000,3000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0
2033,Maruti,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
2035,Honda,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0
2036,Volkswagen,2017,900000,74000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5.0
2037,Honda,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0
2038,Honda,2016,650000,61915,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0
2039,Hyundai,2016,250000,110000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
2040,Volkswagen,2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0
2041,Maruti,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0
2043,Chevrolet,2014,185000,90000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5.0
2044,Ford,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196.0,70.0,5.0
2046,Maruti,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0
2047,Hyundai,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
2050,Maruti,2005,60000,70000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0
2051,Maruti,2008,150000,89000,Petrol,Individual,Manual,Second Owner,15.6,1586.0,104.68,5.0
2052,Maruti,2013,525000,69000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
2053,Tata,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0
2054,Hyundai,2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
2055,Hyundai,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0
2056,Hyundai,2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0
2057,Fiat,2011,250000,30000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.2,5.0
2060,Maruti,2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998.0,67.0,5.0
2061,Maruti,2016,350000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
2064,Chevrolet,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0
2066,Maruti,2007,135000,57000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
2067,Hyundai,2005,150000,120000,Petrol,Individual,Manual,First Owner,13.2,1495.0,94.0,5.0
2068,Maruti,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0
2069,Hyundai,2018,946000,60000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0
2070,Tata,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0
2072,Honda,2013,310000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
2073,Hyundai,2008,220000,35000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
2074,Maruti,2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0
2075,Hyundai,2015,650000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
2076,Hyundai,2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0
2077,Hyundai,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0
2079,Hyundai,2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
2080,Maruti,2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
2081,Maruti,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0
2082,Tata,2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
2083,Maruti,2015,275000,16700,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
2084,Maruti,2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
2085,Maruti,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0
2086,Maruti,2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0
2087,Renault,2016,356000,9656,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
2088,Hyundai,2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
2089,Ford,2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5.0
2090,Chevrolet,2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0
2091,Renault,2015,300000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
2092,Hyundai,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0
2093,Hyundai,2013,550000,50000,Diesel,Individual,Manual,First Owner,23.5,1396.0,88.7,5.0
2094,Maruti,2006,120000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5.0
2098,Maruti,2019,610000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
2099,Ford,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0
2100,Ford,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0
2101,Nissan,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0
2102,Ford,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5.0
2103,Ford,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0
2104,Maruti,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197.0,81.8,5.0
2105,Ford,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,5.0
2106,Maruti,2012,265000,67998,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0
2107,Ford,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.63,5.0
2108,Ford,2015,415000,100581,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0
2109,Renault,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0
2110,Maruti,2013,340000,79139,Petrol,Dealer,Manual,First Owner,18.5,1197.0,85.8,5.0
2111,Hyundai,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24.0,1120.0,70.0,5.0
2112,Maruti,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248.0,73.94,5.0
2114,Hyundai,2008,245000,127000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0
2115,Maruti,2014,395000,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
2116,Hyundai,2014,490000,100000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0
2118,Maruti,2013,525000,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
2119,Tata,2017,550000,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
2120,Tata,2014,200000,120000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0
2121,Ford,2017,500000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
2122,Maruti,2016,825000,33500,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0
2124,Toyota,2015,600000,10000,Petrol,Individual,Manual,First Owner,18.16,1197.0,78.8,5.0
2129,Ford,2018,530000,80000,Diesel,Individual,Manual,First Owner,26.1,1498.0,99.23,5.0
2131,Honda,2012,310000,50000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0
2132,Tata,2017,390000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
2134,Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
2136,Honda,2014,580000,97000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0
2137,Hyundai,2014,200000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
2138,Chevrolet,2013,245000,25000,Petrol,Individual,Manual,First Owner,18.2,1199.0,84.8,5.0
2139,Hyundai,2010,210000,94000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
2140,Maruti,2005,50000,90000,Petrol,Individual,Manual,Second Owner,15.4,1590.0,94.0,5.0
2142,Tata,2019,660000,35000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
2143,Honda,2015,630000,117500,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0
2145,Hyundai,2018,740000,8000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
2146,Ford,2017,570000,25000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5.0
2148,Datsun,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0
2149,Ford,2009,180000,70000,Petrol,Individual,Manual,Second Owner,14.2,1597.0,92.0,5.0
2151,Honda,2006,270000,70000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0
2153,Hyundai,2006,170000,90000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5.0
2155,Tata,2018,490000,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
2156,Ford,2012,280000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,88.7,5.0
2157,Tata,2018,390000,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
2158,Maruti,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796.0,47.3,5.0
2159,Chevrolet,2008,45000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0
2163,Ford,2008,90000,110000,Diesel,Individual,Manual,Second Owner,17.7,1399.0,68.0,5.0
2165,Maruti,2019,630000,4000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
2166,Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
2167,Hyundai,2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197.0,82.0,5.0
2168,Hyundai,2009,180000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
2169,Hyundai,2010,210000,50000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0
2170,Maruti,2016,550000,55000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
2171,Tata,2020,950000,5000,Petrol,Individual,Automatic,First Owner,17.0,1198.0,108.5,5.0
2173,Hyundai,2014,348000,23000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
2174,Maruti,2014,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0
2175,Maruti,2010,150000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
2176,Maruti,2009,150000,60000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
2182,Tata,2006,110000,53523,Petrol,Dealer,Manual,First Owner,16.84,1193.0,64.4,5.0
2183,Chevrolet,2012,175000,56365,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5.0
2184,Chevrolet,2011,160000,49563,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5.0
2187,Maruti,2007,120000,53512,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5.0
2189,Maruti,2010,220000,46533,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0
2190,Maruti,2008,114999,58632,Petrol,Dealer,Manual,Second Owner,14.0,796.0,35.0,5.0
2193,Renault,2017,265000,90000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
2194,Ford,2014,450000,110000,Petrol,Individual,Manual,Second Owner,14.09,1596.0,99.6,5.0
2197,Maruti,2009,270000,80000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,5.0
2198,Maruti,2007,130000,78000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
2200,Maruti,2015,240000,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0
2201,Maruti,2017,275000,58000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
2203,Chevrolet,2007,65000,30000,Petrol,Individual,Manual,Second Owner,14.7,1150.0,76.0,5.0
2205,Maruti,2016,300000,50000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5.0
2206,Hyundai,2018,555000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0
2208,Hyundai,2010,150000,70000,LPG,Individual,Manual,Third Owner,13.45,1086.0,62.1,5.0
2209,Maruti,2009,185000,138000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
2210,Hyundai,2010,180000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
2211,Maruti,2010,160000,48000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
2213,Maruti,2014,375000,88000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0
2215,Hyundai,2017,459999,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
2216,Renault,2014,480000,80000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0
2217,Maruti,2013,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0
2218,Maruti,2013,370000,96000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
2219,Maruti,2002,75000,30000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5.0
2220,Maruti,2016,400000,60000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5.0
2221,Maruti,2014,425000,65000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
2222,Maruti,2014,325000,48000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
2223,Hyundai,2016,350000,65300,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0
2224,Hyundai,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
2225,Chevrolet,2012,120000,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0
2226,Maruti,2012,200000,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
2227,Maruti,2008,100000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
2228,Hyundai,2014,350000,70000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
2229,Maruti,2006,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
2230,Maruti,2019,399000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
2232,Datsun,2017,290000,30000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0
2233,Hyundai,2014,380000,50000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0
2234,Ford,2010,200000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0
2235,Maruti,2018,390000,40000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0
2236,Hyundai,2017,500000,27500,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
2238,Maruti,2017,650000,75000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
2239,Renault,2018,380000,5000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
2240,Maruti,2010,275000,50000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5.0
2241,Maruti,2015,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
2242,Maruti,2015,610000,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
2243,Maruti,2004,85000,110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
2244,Renault,2013,490000,95000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,5.0
2245,Hyundai,2015,229999,34000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
2246,Hyundai,2015,411000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
2247,Maruti,2019,362000,120000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,5.0
2248,Toyota,2014,550000,31000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0
2249,Maruti,2018,459999,70000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0
2250,Maruti,2011,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0
2251,Hyundai,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0
2253,Toyota,2012,278000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.1,5.0
2254,Fiat,2014,320000,39395,Diesel,Individual,Manual,First Owner,21.2,1248.0,75.0,5.0
2255,Renault,2013,580000,67000,Diesel,Individual,Manual,Second Owner,20.4,1461.0,108.5,5.0
2257,Honda,2018,825000,40000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
2260,Hyundai,2018,490000,7000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0
2262,Chevrolet,2016,210000,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0
2264,Maruti,2012,320000,120000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
2266,Maruti,2013,320000,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0
2267,Toyota,2012,600000,85000,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5.0
2268,Maruti,2012,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
2269,Maruti,2009,170000,59000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
2270,Chevrolet,2012,155000,98000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0
2271,Renault,2015,620000,140000,Diesel,Individual,Manual,Second Owner,20.45,1461.0,83.8,5.0
2272,Hyundai,2017,530000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
2273,Toyota,2015,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0
2274,Honda,2014,600000,90000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0
2276,Honda,2014,625000,90000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0
2277,Chevrolet,2010,125000,70000,Petrol,Individual,Manual,First Owner,16.0,995.0,63.0,5.0
2279,Maruti,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0
2282,Tata,2010,180000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0
2284,Chevrolet,2010,120000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0
2285,Tata,2012,300000,110000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0
2286,Maruti,2011,190000,92500,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
2287,Maruti,2017,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
2288,Renault,2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
2290,Datsun,2016,260000,35000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0
2291,Maruti,2017,320000,32000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0
2292,Maruti,2013,211000,90000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0
2293,Maruti,2018,650000,35000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0
2294,Maruti,2017,651000,32500,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0
2295,Maruti,2019,380000,14000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.05,5.0
2296,Chevrolet,2014,160000,70000,Diesel,Individual,Manual,Third Owner,25.44,936.0,56.3,5.0
2299,Maruti,2015,405000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
2302,Hyundai,2014,426999,80000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0
2307,Maruti,2010,160000,66444,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5.0
2308,Maruti,2016,700000,86000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
2309,Nissan,2012,300000,90000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0
2313,Hyundai,2015,345000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0
2314,Honda,2015,390000,50000,Petrol,Individual,Manual,First Owner,18.0,1198.0,86.7,5.0
2315,Datsun,2015,275000,20000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0
2316,Chevrolet,2014,310000,35000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0
2317,Hyundai,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
2318,Chevrolet,2013,200000,70000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0
2319,Volkswagen,2018,650000,53000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0
2320,Honda,2018,1031000,60000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0
2321,Hyundai,2018,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0
2322,Hyundai,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0
2323,Hyundai,2012,250000,103000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
2324,Hyundai,2017,600000,20000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0
2325,Maruti,2013,375000,77000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0
2326,Volkswagen,2012,375000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0
2328,Maruti,2003,55000,167000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
2329,Hyundai,2016,611000,77000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
2330,Hyundai,2014,459999,110000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5.0
2331,Ford,2011,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0
2332,Hyundai,2011,185000,170000,CNG,Individual,Manual,First Owner,11.88,1086.0,62.1,5.0
2334,Chevrolet,2007,72000,40000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0
2335,Tata,2007,90000,50000,Diesel,Individual,Manual,First Owner,17.88,1396.0,52.8,5.0
2336,Toyota,2015,500000,125000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0
2337,Maruti,2011,200000,137000,CNG,Individual,Manual,First Owner,26.2,998.0,58.2,5.0
2339,Hyundai,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
2340,Fiat,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.7,5.0
2342,Maruti,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0
2343,Maruti,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
2344,Maruti,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
2345,Maruti,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
2347,Tata,2012,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0
2348,Chevrolet,2011,120000,90000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0
2349,Hyundai,2011,170000,50000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0
2350,Tata,2010,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0
2351,Maruti,2016,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,5.0
2352,Maruti,2018,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0
2353,Tata,2009,135000,137000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0
